CÓDIGO PRINCIPAL,DESCRIPCIÓN DIAGNÓSTICO PRINCIPAL,CÓDIGO SECUNDARIO,DESCRIPCIÓN DIAGNÓSTICO SECUNDARIO,RATIO
R42,Mareo y desvanecimiento,M79,"Otros trastornos de partes blandas y los no especificados, no clasificados bajo otro concepto",1.0891472868
R42,Mareo y desvanecimiento,R04,Hemorragia de las vías respiratorias,1.1395348837
R42,Mareo y desvanecimiento,R05,Tos,1.1821705426
R42,Mareo y desvanecimiento,R06,Alteraciones de la respiración,1.1821705426
R42,Mareo y desvanecimiento,R07,Dolor de garganta y de tórax,1.1395348837
R42,Mareo y desvanecimiento,R47,"Alteraciones del habla, no clasificadas bajo otro concepto",1.1395348837
R42,Mareo y desvanecimiento,R49,Trastornos de la voz y la resonancia,1.1395348837
R42,Mareo y desvanecimiento,R51,Cefalea,1.1395348837
R42,Mareo y desvanecimiento,R90,Hallazgos anormales en diagnóstico por imagen del sistema nervioso central,1.1395348837
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,E65,Adiposidad localizada,1.2751937984
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,E66,Sobrepeso y obesidad,1.2751937984
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,E67,Otros tipos de hiperalimentación,1.2751937984
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,E68,Secuelas de hiperalimentación,1.2751937984
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,F30,Episodio maníaco,1.2325581395
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,F31,Trastorno bipolar,1.2325581395
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,F32,"Trastorno depresivo mayor, episodio único",1.2325581395
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,F33,"Trastorno depresivo mayor, recurrente",1.2325581395
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,F39,"Trastorno del estado de ánimo [afectivo], no especificado",1.2325581395
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,F40,Trastornos de ansiedad fóbica,1.0581395349
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,F41,Otros trastornos de ansiedad,1.0581395349
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,F42,Trastorno obsesivo-compulsivo,1.0581395349
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,F44,Trastornos disociativos y de conversión,1.0581395349
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,F45,Trastornos somatomorfos,1.0581395349
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,F48,Otros trastornos mentales no psicóticos,1.0581395349
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,F93,Trastornos emocionales con inicio específico en la infancia,1.1782945736
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,F99,"Trastorno mental, no especificado de otro modo",1.0581395349
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,I10,Hipertensión esencial (primaria),1.0348837209
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,M15,Poliartrosis,1.0387596899
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,M16,Artrosis de cadera,1.0387596899
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,M17,Artrosis de rodilla,1.0387596899
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,M18,Artrosis de primera articulación carpometacarpiana,1.0387596899
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,M19,Otras artrosis y las no especificadas,1.0387596899
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,M25,"Otros trastornos de articulación, no clasificados bajo otro concepto",1.1007751938
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,M47,Espondilosis,1.1472868217
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,M48,Otras espondilopatías,1.1085271318
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,M50,Trastornos de disco cervical,1.1434108527
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.1434108527
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,M60,Miositis,1.0891472868
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,M70,"Trastorno de partes blandas en relación con uso, uso excesivo y presión",1.1782945736
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,M75,Lesiones de hombro,1.1782945736
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,M76,"Entesopatías, extremidad inferior, excluido el pie",1.1782945736
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,M77,Otros tipos de entesopatías,1.1782945736
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,M79,"Otros trastornos de partes blandas y los no especificados, no clasificados bajo otro concepto",1.0891472868
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,R04,Hemorragia de las vías respiratorias,1.1395348837
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,R05,Tos,1.1821705426
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,R06,Alteraciones de la respiración,1.1821705426
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,R07,Dolor de garganta y de tórax,1.1395348837
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,R47,"Alteraciones del habla, no clasificadas bajo otro concepto",1.1395348837
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,R49,Trastornos de la voz y la resonancia,1.1395348837
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,R51,Cefalea,1.1395348837
R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,R90,Hallazgos anormales en diagnóstico por imagen del sistema nervioso central,1.1395348837
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",F93,Trastornos emocionales con inicio específico en la infancia,1.1317829457
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",G47,Trastornos del sueño,1.1627906977
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",M53,"Otras dorsopatías y las no especificadas, no clasificadas bajo otro concepto",1.0620155039
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",M54,Dorsalgia,1.0620155039
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",R40,"Somnolencia, estupor y coma",1.1627906977
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,1.1627906977
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",R42,Mareo y desvanecimiento,1.1627906977
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,1.1627906977
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",R50,Fiebre de otro origen y de origen desconocido,1.1627906977
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",R53,Malestar y fatiga,1.1627906977
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",R55,Síncope y colapso,1.1627906977
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",R56,"Convulsiones, no clasificadas bajo otro concepto",1.1627906977
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",R61,Hiperhidrosis generalizada,1.1627906977
R47,"Alteraciones del habla, no clasificadas bajo otro concepto",R68,Otros síntomas y signos generales,1.1627906977
R49,Trastornos de la voz y la resonancia,F93,Trastornos emocionales con inicio específico en la infancia,1.1317829457
R49,Trastornos de la voz y la resonancia,G47,Trastornos del sueño,1.1627906977
R49,Trastornos de la voz y la resonancia,M53,"Otras dorsopatías y las no especificadas, no clasificadas bajo otro concepto",1.0620155039
R49,Trastornos de la voz y la resonancia,M54,Dorsalgia,1.0620155039
R49,Trastornos de la voz y la resonancia,R40,"Somnolencia, estupor y coma",1.1627906977
R49,Trastornos de la voz y la resonancia,R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,1.1627906977
R49,Trastornos de la voz y la resonancia,R42,Mareo y desvanecimiento,1.1627906977
R49,Trastornos de la voz y la resonancia,R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,1.1627906977
R49,Trastornos de la voz y la resonancia,R50,Fiebre de otro origen y de origen desconocido,1.1627906977
R49,Trastornos de la voz y la resonancia,R53,Malestar y fatiga,1.1627906977
R49,Trastornos de la voz y la resonancia,R55,Síncope y colapso,1.1627906977
R49,Trastornos de la voz y la resonancia,R56,"Convulsiones, no clasificadas bajo otro concepto",1.1627906977
R49,Trastornos de la voz y la resonancia,R61,Hiperhidrosis generalizada,1.1627906977
R49,Trastornos de la voz y la resonancia,R68,Otros síntomas y signos generales,1.1627906977
R50,Fiebre de otro origen y de origen desconocido,E65,Adiposidad localizada,1.2751937984
R50,Fiebre de otro origen y de origen desconocido,E66,Sobrepeso y obesidad,1.2751937984
R50,Fiebre de otro origen y de origen desconocido,E67,Otros tipos de hiperalimentación,1.2751937984
R50,Fiebre de otro origen y de origen desconocido,E68,Secuelas de hiperalimentación,1.2751937984
R50,Fiebre de otro origen y de origen desconocido,F30,Episodio maníaco,1.2325581395
R50,Fiebre de otro origen y de origen desconocido,F31,Trastorno bipolar,1.2325581395
R50,Fiebre de otro origen y de origen desconocido,F32,"Trastorno depresivo mayor, episodio único",1.2325581395
R50,Fiebre de otro origen y de origen desconocido,F33,"Trastorno depresivo mayor, recurrente",1.2325581395
R50,Fiebre de otro origen y de origen desconocido,F39,"Trastorno del estado de ánimo [afectivo], no especificado",1.2325581395
R50,Fiebre de otro origen y de origen desconocido,F40,Trastornos de ansiedad fóbica,1.0581395349
R50,Fiebre de otro origen y de origen desconocido,F41,Otros trastornos de ansiedad,1.0581395349
R50,Fiebre de otro origen y de origen desconocido,F42,Trastorno obsesivo-compulsivo,1.0581395349
R50,Fiebre de otro origen y de origen desconocido,F44,Trastornos disociativos y de conversión,1.0581395349
R50,Fiebre de otro origen y de origen desconocido,F45,Trastornos somatomorfos,1.0581395349
R50,Fiebre de otro origen y de origen desconocido,F48,Otros trastornos mentales no psicóticos,1.0581395349
R50,Fiebre de otro origen y de origen desconocido,F93,Trastornos emocionales con inicio específico en la infancia,1.1782945736
R50,Fiebre de otro origen y de origen desconocido,F99,"Trastorno mental, no especificado de otro modo",1.0581395349
R50,Fiebre de otro origen y de origen desconocido,I10,Hipertensión esencial (primaria),1.0348837209
R50,Fiebre de otro origen y de origen desconocido,M15,Poliartrosis,1.0387596899
R50,Fiebre de otro origen y de origen desconocido,M16,Artrosis de cadera,1.0387596899
R50,Fiebre de otro origen y de origen desconocido,M17,Artrosis de rodilla,1.0387596899
R50,Fiebre de otro origen y de origen desconocido,M18,Artrosis de primera articulación carpometacarpiana,1.0387596899
R50,Fiebre de otro origen y de origen desconocido,M19,Otras artrosis y las no especificadas,1.0387596899
R50,Fiebre de otro origen y de origen desconocido,M25,"Otros trastornos de articulación, no clasificados bajo otro concepto",1.1007751938
R50,Fiebre de otro origen y de origen desconocido,M47,Espondilosis,1.1472868217
R50,Fiebre de otro origen y de origen desconocido,M48,Otras espondilopatías,1.1085271318
R50,Fiebre de otro origen y de origen desconocido,M50,Trastornos de disco cervical,1.1434108527
R50,Fiebre de otro origen y de origen desconocido,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.1434108527
R50,Fiebre de otro origen y de origen desconocido,M60,Miositis,1.0891472868
R50,Fiebre de otro origen y de origen desconocido,M70,"Trastorno de partes blandas en relación con uso, uso excesivo y presión",1.1782945736
R50,Fiebre de otro origen y de origen desconocido,M75,Lesiones de hombro,1.1782945736
R50,Fiebre de otro origen y de origen desconocido,M76,"Entesopatías, extremidad inferior, excluido el pie",1.1782945736
R50,Fiebre de otro origen y de origen desconocido,M77,Otros tipos de entesopatías,1.1782945736
R50,Fiebre de otro origen y de origen desconocido,M79,"Otros trastornos de partes blandas y los no especificados, no clasificados bajo otro concepto",1.0891472868
R50,Fiebre de otro origen y de origen desconocido,R04,Hemorragia de las vías respiratorias,1.1395348837
R50,Fiebre de otro origen y de origen desconocido,R05,Tos,1.1821705426
R50,Fiebre de otro origen y de origen desconocido,R06,Alteraciones de la respiración,1.1821705426
R50,Fiebre de otro origen y de origen desconocido,R07,Dolor de garganta y de tórax,1.1395348837
R50,Fiebre de otro origen y de origen desconocido,R47,"Alteraciones del habla, no clasificadas bajo otro concepto",1.1395348837
R50,Fiebre de otro origen y de origen desconocido,R49,Trastornos de la voz y la resonancia,1.1395348837
R50,Fiebre de otro origen y de origen desconocido,R51,Cefalea,1.1395348837
R50,Fiebre de otro origen y de origen desconocido,R90,Hallazgos anormales en diagnóstico por imagen del sistema nervioso central,1.1395348837
R51,Cefalea,F93,Trastornos emocionales con inicio específico en la infancia,1.1317829457
R51,Cefalea,G47,Trastornos del sueño,1.1627906977
R51,Cefalea,M53,"Otras dorsopatías y las no especificadas, no clasificadas bajo otro concepto",1.0620155039
R51,Cefalea,M54,Dorsalgia,1.0620155039
R51,Cefalea,R40,"Somnolencia, estupor y coma",1.1627906977
R51,Cefalea,R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,1.1627906977
R51,Cefalea,R42,Mareo y desvanecimiento,1.1627906977
R51,Cefalea,R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,1.1627906977
R51,Cefalea,R50,Fiebre de otro origen y de origen desconocido,1.1627906977
R51,Cefalea,R53,Malestar y fatiga,1.1627906977
R51,Cefalea,R55,Síncope y colapso,1.1627906977
R51,Cefalea,R56,"Convulsiones, no clasificadas bajo otro concepto",1.1627906977
R51,Cefalea,R61,Hiperhidrosis generalizada,1.1627906977
R51,Cefalea,R68,Otros síntomas y signos generales,1.1627906977
R53,Malestar y fatiga,E65,Adiposidad localizada,1.2751937984
R53,Malestar y fatiga,E66,Sobrepeso y obesidad,1.2751937984
R53,Malestar y fatiga,E67,Otros tipos de hiperalimentación,1.2751937984
R53,Malestar y fatiga,E68,Secuelas de hiperalimentación,1.2751937984
R53,Malestar y fatiga,F30,Episodio maníaco,1.2325581395
R53,Malestar y fatiga,F31,Trastorno bipolar,1.2325581395
R53,Malestar y fatiga,F32,"Trastorno depresivo mayor, episodio único",1.2325581395
R53,Malestar y fatiga,F33,"Trastorno depresivo mayor, recurrente",1.2325581395
