CÓDIGO,DESCRIPCIÓN,GRUPO EDAD,RATIO
S41,Herida abierta del hombro y brazo,56-65,1.51
S42,Fractura del hombro y brazo,16-25,0.81
S42,Fractura del hombro y brazo,26-35,0.91
S42,Fractura del hombro y brazo,36-45,0.98
S42,Fractura del hombro y brazo,46-55,1.09
S42,Fractura del hombro y brazo,56-65,1.28
S43,Luxación y esguince de articulaciones y ligamentos de cintura escapular,16-25,0.43
S43,Luxación y esguince de articulaciones y ligamentos de cintura escapular,26-35,0.54
S43,Luxación y esguince de articulaciones y ligamentos de cintura escapular,36-45,0.8
S43,Luxación y esguince de articulaciones y ligamentos de cintura escapular,46-55,1.21
S43,Luxación y esguince de articulaciones y ligamentos de cintura escapular,56-65,1.79
S44,Traumatismo de nervios a nivel del hombro y brazo,16-25,0.95
S44,Traumatismo de nervios a nivel del hombro y brazo,26-35,0.98
S44,Traumatismo de nervios a nivel del hombro y brazo,36-45,0.98
S44,Traumatismo de nervios a nivel del hombro y brazo,46-55,1.01
S44,Traumatismo de nervios a nivel del hombro y brazo,56-65,1.08
S45,Traumatismo de vasos sanguíneos a nivel del hombro y brazo,36-45,1.25
S46,"Traumatismo de músculo, fascia y tendón a nivel del hombro y brazo",16-25,0.65
S46,"Traumatismo de músculo, fascia y tendón a nivel del hombro y brazo",26-35,0.82
S46,"Traumatismo de músculo, fascia y tendón a nivel del hombro y brazo",36-45,0.98
S46,"Traumatismo de músculo, fascia y tendón a nivel del hombro y brazo",46-55,1.18
S46,"Traumatismo de músculo, fascia y tendón a nivel del hombro y brazo",56-65,1.45
S47,Traumatismo por aplastamiento del hombro y brazo,16-25,0.73
S47,Traumatismo por aplastamiento del hombro y brazo,26-35,0.84
S47,Traumatismo por aplastamiento del hombro y brazo,36-45,1
S47,Traumatismo por aplastamiento del hombro y brazo,46-55,1.1
S47,Traumatismo por aplastamiento del hombro y brazo,56-65,1.48
S49,Otros traumatismos y los no especificados del hombro y brazo,16-25,0.51
S49,Otros traumatismos y los no especificados del hombro y brazo,26-35,0.76
S49,Otros traumatismos y los no especificados del hombro y brazo,36-45,0.92
S49,Otros traumatismos y los no especificados del hombro y brazo,46-55,1.07
S49,Otros traumatismos y los no especificados del hombro y brazo,56-65,1.29
S50,Traumatismo superficial de codo y antebrazo,16-25,0.64
S50,Traumatismo superficial de codo y antebrazo,26-35,0.89
S50,Traumatismo superficial de codo y antebrazo,36-45,0.96
S50,Traumatismo superficial de codo y antebrazo,46-55,1.07
S50,Traumatismo superficial de codo y antebrazo,56-65,1.57
S51,Herida abierta de codo y antebrazo,16-25,0.79
S51,Herida abierta de codo y antebrazo,26-35,0.95
S51,Herida abierta de codo y antebrazo,36-45,0.97
S51,Herida abierta de codo y antebrazo,46-55,1.09
S51,Herida abierta de codo y antebrazo,56-65,1.27
S52,Fractura de antebrazo,16-25,0.69
S52,Fractura de antebrazo,26-35,0.81
S52,Fractura de antebrazo,36-45,0.92
S52,Fractura de antebrazo,46-55,1.06
S52,Fractura de antebrazo,56-65,1.24
S53,Luxación y esguince de articulaciones y ligamentos de codo,16-25,0.64
S53,Luxación y esguince de articulaciones y ligamentos de codo,26-35,0.77
S53,Luxación y esguince de articulaciones y ligamentos de codo,36-45,1.07
S53,Luxación y esguince de articulaciones y ligamentos de codo,46-55,1.08
S53,Luxación y esguince de articulaciones y ligamentos de codo,56-65,1.26
S54,Traumatismo de nervios a nivel de antebrazo,16-25,0.95
S54,Traumatismo de nervios a nivel de antebrazo,26-35,0.98
S54,Traumatismo de nervios a nivel de antebrazo,36-45,0.98
S54,Traumatismo de nervios a nivel de antebrazo,46-55,1.01
S54,Traumatismo de nervios a nivel de antebrazo,56-65,1.08
S55,Traumatismo de vasos sanguíneos a nivel de antebrazo,36-45,1.25
S56,"Traumatismo de músculo, fascia y tendón a nivel de antebrazo",16-25,0.76
S56,"Traumatismo de músculo, fascia y tendón a nivel de antebrazo",26-35,0.9
S56,"Traumatismo de músculo, fascia y tendón a nivel de antebrazo",36-45,0.98
S56,"Traumatismo de músculo, fascia y tendón a nivel de antebrazo",46-55,1.1
S56,"Traumatismo de músculo, fascia y tendón a nivel de antebrazo",56-65,1.37
S57,Traumatismo por aplastamiento de codo y antebrazo,16-25,0.73
S57,Traumatismo por aplastamiento de codo y antebrazo,26-35,0.84
S57,Traumatismo por aplastamiento de codo y antebrazo,36-45,1
S57,Traumatismo por aplastamiento de codo y antebrazo,46-55,1.1
S57,Traumatismo por aplastamiento de codo y antebrazo,56-65,1.48
S58,Amputación traumática de codo y antebrazo,16-25,0.57
S58,Amputación traumática de codo y antebrazo,26-35,0.79
S58,Amputación traumática de codo y antebrazo,36-45,1.04
S58,Amputación traumática de codo y antebrazo,46-55,1.14
S58,Amputación traumática de codo y antebrazo,56-65,1.38
S59,Otros traumatismos y los no especificados de codo y antebrazo,16-25,0.69
S59,Otros traumatismos y los no especificados de codo y antebrazo,26-35,0.81
S59,Otros traumatismos y los no especificados de codo y antebrazo,36-45,0.92
S59,Otros traumatismos y los no especificados de codo y antebrazo,46-55,1.06
S59,Otros traumatismos y los no especificados de codo y antebrazo,56-65,1.24
S60,"Traumatismo superficial de muñeca, mano y dedos de la mano",16-25,0.67
S60,"Traumatismo superficial de muñeca, mano y dedos de la mano",26-35,1
S60,"Traumatismo superficial de muñeca, mano y dedos de la mano",36-45,0.84
S60,"Traumatismo superficial de muñeca, mano y dedos de la mano",46-55,1.24
S60,"Traumatismo superficial de muñeca, mano y dedos de la mano",56-65,1.14
S61,"Herida abierta de muñeca, mano y dedos de la mano",16-25,0.81
S61,"Herida abierta de muñeca, mano y dedos de la mano",26-35,0.89
S61,"Herida abierta de muñeca, mano y dedos de la mano",36-45,1.01
S61,"Herida abierta de muñeca, mano y dedos de la mano",46-55,1.12
S61,"Herida abierta de muñeca, mano y dedos de la mano",56-65,1.31
S62,Fractura a nivel de muñeca y mano,16-25,0.88
S62,Fractura a nivel de muñeca y mano,26-35,0.96
S62,Fractura a nivel de muñeca y mano,36-45,0.96
S62,Fractura a nivel de muñeca y mano,46-55,1.04
S62,Fractura a nivel de muñeca y mano,56-65,1.23
S63,Luxación y esguince de articulaciones y ligamentos a nivel de muñeca y mano,16-25,0.69
S63,Luxación y esguince de articulaciones y ligamentos a nivel de muñeca y mano,26-35,0.87
S63,Luxación y esguince de articulaciones y ligamentos a nivel de muñeca y mano,36-45,1.01
S63,Luxación y esguince de articulaciones y ligamentos a nivel de muñeca y mano,46-55,1.15
S63,Luxación y esguince de articulaciones y ligamentos a nivel de muñeca y mano,56-65,1.35
S64,Lesión de nervios a nivel de muñeca y mano,16-25,0.95
S64,Lesión de nervios a nivel de muñeca y mano,26-35,0.98
S64,Lesión de nervios a nivel de muñeca y mano,36-45,0.98
S64,Lesión de nervios a nivel de muñeca y mano,46-55,1.01
S64,Lesión de nervios a nivel de muñeca y mano,56-65,1.08
S65,Traumatismo de vasos sanguíneos a nivel de muñeca y mano,36-45,1.25
S66,"Traumatismo de músculo, fascia y tendón a nivel de muñeca y mano",16-25,0.65
S66,"Traumatismo de músculo, fascia y tendón a nivel de muñeca y mano",26-35,0.82
S66,"Traumatismo de músculo, fascia y tendón a nivel de muñeca y mano",36-45,0.98
S66,"Traumatismo de músculo, fascia y tendón a nivel de muñeca y mano",46-55,1.18
S66,"Traumatismo de músculo, fascia y tendón a nivel de muñeca y mano",56-65,1.45
S67,"Lesión por aplastamiento de muñeca, mano y dedos de la mano",16-25,0.73
S67,"Lesión por aplastamiento de muñeca, mano y dedos de la mano",26-35,0.84
S67,"Lesión por aplastamiento de muñeca, mano y dedos de la mano",36-45,1
S67,"Lesión por aplastamiento de muñeca, mano y dedos de la mano",46-55,1.1
S67,"Lesión por aplastamiento de muñeca, mano y dedos de la mano",56-65,1.48
S68,"Amputación traumática de muñeca, mano y dedos de la mano",16-25,0.57
S68,"Amputación traumática de muñeca, mano y dedos de la mano",26-35,0.79
S68,"Amputación traumática de muñeca, mano y dedos de la mano",36-45,1.04
S68,"Amputación traumática de muñeca, mano y dedos de la mano",46-55,1.14
S68,"Amputación traumática de muñeca, mano y dedos de la mano",56-65,1.38
S69,"Otros traumatismos y los no especificados de muñeca, mano y dedo(s) de la mano",16-25,0.65
S69,"Otros traumatismos y los no especificados de muñeca, mano y dedo(s) de la mano",26-35,0.82
S69,"Otros traumatismos y los no especificados de muñeca, mano y dedo(s) de la mano",36-45,0.98
S69,"Otros traumatismos y los no especificados de muñeca, mano y dedo(s) de la mano",46-55,1.18
S69,"Otros traumatismos y los no especificados de muñeca, mano y dedo(s) de la mano",56-65,1.45
S70,Traumatismo superficial de cadera y muslo,16-25,0.7
S70,Traumatismo superficial de cadera y muslo,26-35,0.76
S70,Traumatismo superficial de cadera y muslo,36-45,0.94
S70,Traumatismo superficial de cadera y muslo,46-55,1.24
S70,Traumatismo superficial de cadera y muslo,56-65,1.52
S71,Herida abierta de cadera y muslo,16-25,0.79
S71,Herida abierta de cadera y muslo,26-35,0.75
S71,Herida abierta de cadera y muslo,36-45,1.07
S71,Herida abierta de cadera y muslo,46-55,1.26
S71,Herida abierta de cadera y muslo,56-65,1.36
S72,Fractura de fémur,16-25,0.87
S72,Fractura de fémur,26-35,0.88
S72,Fractura de fémur,36-45,1.05
S72,Fractura de fémur,46-55,1.03
S72,Fractura de fémur,56-65,1.06
S73,Luxación y esguince de articulación y ligamentos de cadera,16-25,0.77
S73,Luxación y esguince de articulación y ligamentos de cadera,26-35,0.91
S73,Luxación y esguince de articulación y ligamentos de cadera,36-45,0.92
S73,Luxación y esguince de articulación y ligamentos de cadera,46-55,1.16
S73,Luxación y esguince de articulación y ligamentos de cadera,56-65,1.1
S74,Traumatismo de nervios a nivel de cadera y muslo,26-35,0.78
S74,Traumatismo de nervios a nivel de cadera y muslo,36-45,0.97
S74,Traumatismo de nervios a nivel de cadera y muslo,46-55,1.09
S74,Traumatismo de nervios a nivel de cadera y muslo,56-65,1.15
S75,Traumatismo de vasos sanguíneos a nivel de cadera y muslo,26-35,1.16
S75,Traumatismo de vasos sanguíneos a nivel de cadera y muslo,36-45,0.9
S75,Traumatismo de vasos sanguíneos a nivel de cadera y muslo,46-55,1.13
S75,Traumatismo de vasos sanguíneos a nivel de cadera y muslo,56-65,0.99
S76,"Traumatismo de músculo, fascia y tendón a nivel de cadera y muslo",16-25,0.65
S76,"Traumatismo de músculo, fascia y tendón a nivel de cadera y muslo",26-35,0.82
S76,"Traumatismo de músculo, fascia y tendón a nivel de cadera y muslo",36-45,0.98
S76,"Traumatismo de músculo, fascia y tendón a nivel de cadera y muslo",46-55,1.18
S76,"Traumatismo de músculo, fascia y tendón a nivel de cadera y muslo",56-65,1.45
S77,Traumatismo por aplastamiento de cadera y muslo,16-25,0.55
S77,Traumatismo por aplastamiento de cadera y muslo,26-35,0.81
S77,Traumatismo por aplastamiento de cadera y muslo,36-45,0.93
S77,Traumatismo por aplastamiento de cadera y muslo,46-55,1.32
S77,Traumatismo por aplastamiento de cadera y muslo,56-65,1.57
S78,Amputación traumática de cadera y muslo,36-45,1.23
S78,Amputación traumática de cadera y muslo,46-55,0.81
S79,Otros traumatismos y los no especificados de cadera y muslo,16-25,0.65
S79,Otros traumatismos y los no especificados de cadera y muslo,26-35,0.82
S79,Otros traumatismos y los no especificados de cadera y muslo,36-45,0.98
S79,Otros traumatismos y los no especificados de cadera y muslo,46-55,1.18
S79,Otros traumatismos y los no especificados de cadera y muslo,56-65,1.45
S80,Traumatismo superficial de rodilla y pierna,16-25,0.71
S80,Traumatismo superficial de rodilla y pierna,26-35,0.86
S80,Traumatismo superficial de rodilla y pierna,36-45,0.98
S80,Traumatismo superficial de rodilla y pierna,46-55,1.12
S80,Traumatismo superficial de rodilla y pierna,56-65,1.34
S81,Herida abierta de rodilla y pierna,16-25,0.74
S81,Herida abierta de rodilla y pierna,26-35,0.81
S81,Herida abierta de rodilla y pierna,36-45,0.98
S81,Herida abierta de rodilla y pierna,46-55,1.16
S81,Herida abierta de rodilla y pierna,56-65,1.5
S82,"Fractura de pierna, incluyendo tobillo",16-25,0.81
S82,"Fractura de pierna, incluyendo tobillo",26-35,0.89
S82,"Fractura de pierna, incluyendo tobillo",36-45,0.97
S82,"Fractura de pierna, incluyendo tobillo",46-55,1.07
S82,"Fractura de pierna, incluyendo tobillo",56-65,1.11
S83,Luxación y esguince de articulaciones y ligamentos de rodilla,16-25,0.91
S83,Luxación y esguince de articulaciones y ligamentos de rodilla,26-35,1.02
S83,Luxación y esguince de articulaciones y ligamentos de rodilla,36-45,1
S83,Luxación y esguince de articulaciones y ligamentos de rodilla,46-55,0.96
S83,Luxación y esguince de articulaciones y ligamentos de rodilla,56-65,1.1
S85,Traumatismo de vasos sanguíneos a nivel de pierna,26-35,1.16
S85,Traumatismo de vasos sanguíneos a nivel de pierna,36-45,0.9
S85,Traumatismo de vasos sanguíneos a nivel de pierna,46-55,1.13
S85,Traumatismo de vasos sanguíneos a nivel de pierna,56-65,0.99
S86,"Traumatismo de músculo, fascia y tendón a nivel de pierna",16-25,0.65
S86,"Traumatismo de músculo, fascia y tendón a nivel de pierna",26-35,0.82
S86,"Traumatismo de músculo, fascia y tendón a nivel de pierna",36-45,0.98
S86,"Traumatismo de músculo, fascia y tendón a nivel de pierna",46-55,1.18
S86,"Traumatismo de músculo, fascia y tendón a nivel de pierna",56-65,1.45
S87,Lesión por aplastamiento de pierna,16-25,0.55
S87,Lesión por aplastamiento de pierna,26-35,0.81
S87,Lesión por aplastamiento de pierna,36-45,0.93
S87,Lesión por aplastamiento de pierna,46-55,1.32
S87,Lesión por aplastamiento de pierna,56-65,1.57
S88,Amputación traumática de pierna,36-45,1.23
S88,Amputación traumática de pierna,46-55,0.81
S89,Otros traumatismos y los no especificadas de pierna,16-25,0.65
S89,Otros traumatismos y los no especificadas de pierna,26-35,0.82
S89,Otros traumatismos y los no especificadas de pierna,36-45,0.98
S89,Otros traumatismos y los no especificadas de pierna,46-55,1.18
S89,Otros traumatismos y los no especificadas de pierna,56-65,1.45
S90,"Traumatismo superficial de tobillo, pie y dedos de los pies",16-25,0.68
S90,"Traumatismo superficial de tobillo, pie y dedos de los pies",26-35,0.76
S90,"Traumatismo superficial de tobillo, pie y dedos de los pies",36-45,1.02
S90,"Traumatismo superficial de tobillo, pie y dedos de los pies",46-55,1.23
S90,"Traumatismo superficial de tobillo, pie y dedos de los pies",56-65,1.37
S91,"Herida abierta de tobillo, pie y dedos de los pies",16-25,0.51
S91,"Herida abierta de tobillo, pie y dedos de los pies",26-35,0.73
S91,"Herida abierta de tobillo, pie y dedos de los pies",36-45,0.99
S91,"Herida abierta de tobillo, pie y dedos de los pies",46-55,1.27
S91,"Herida abierta de tobillo, pie y dedos de los pies",56-65,1.8
S92,"Fractura de pie y dedos del pie, excepto tobillo",16-25,0.73
S92,"Fractura de pie y dedos del pie, excepto tobillo",26-35,0.87
S92,"Fractura de pie y dedos del pie, excepto tobillo",36-45,0.98
S92,"Fractura de pie y dedos del pie, excepto tobillo",46-55,1.11
S92,"Fractura de pie y dedos del pie, excepto tobillo",56-65,1.15
S93,"Luxación y esguince de articulaciones y ligamentos a nivel de tobillo, pie y dedo(s) del pie",16-25,0.71
S93,"Luxación y esguince de articulaciones y ligamentos a nivel de tobillo, pie y dedo(s) del pie",26-35,0.87
S93,"Luxación y esguince de articulaciones y ligamentos a nivel de tobillo, pie y dedo(s) del pie",36-45,1.01
S93,"Luxación y esguince de articulaciones y ligamentos a nivel de tobillo, pie y dedo(s) del pie",46-55,1.14
S93,"Luxación y esguince de articulaciones y ligamentos a nivel de tobillo, pie y dedo(s) del pie",56-65,1.35
S95,Traumatismo de vasos sanguíneos a nivel de tobillo y pie,26-35,1.16
S95,Traumatismo de vasos sanguíneos a nivel de tobillo y pie,36-45,0.9
S95,Traumatismo de vasos sanguíneos a nivel de tobillo y pie,46-55,1.13
S95,Traumatismo de vasos sanguíneos a nivel de tobillo y pie,56-65,0.99
S96,Traumatismo de músculo y tendón a nivel de tobillo y pie,16-25,0.65
S96,Traumatismo de músculo y tendón a nivel de tobillo y pie,26-35,0.82
S96,Traumatismo de músculo y tendón a nivel de tobillo y pie,36-45,0.98
S96,Traumatismo de músculo y tendón a nivel de tobillo y pie,46-55,1.18
S96,Traumatismo de músculo y tendón a nivel de tobillo y pie,56-65,1.45
S97,Lesión por aplastamiento de tobillo y pie,16-25,0.55
S97,Lesión por aplastamiento de tobillo y pie,26-35,0.81
S97,Lesión por aplastamiento de tobillo y pie,36-45,0.93
S97,Lesión por aplastamiento de tobillo y pie,46-55,1.32
S97,Lesión por aplastamiento de tobillo y pie,56-65,1.57
S98,Amputación traumática de tobillo y pie,36-45,1.21
S98,Amputación traumática de tobillo y pie,46-55,0.71
S99,Otros traumatismos y los no especificados de tobillo y pie,16-25,0.65
S99,Otros traumatismos y los no especificados de tobillo y pie,26-35,0.82
S99,Otros traumatismos y los no especificados de tobillo y pie,36-45,0.98
S99,Otros traumatismos y los no especificados de tobillo y pie,46-55,1.18
